"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:1901741",0.340851178496854,0.884392536919037,2,20,"positive regulation of myoblast fusion","BP"
"GO:0018345",0.34098801140299,0.851248097747524,3,34,"protein palmitoylation","BP"
"GO:0001960",0.341026319154507,0.829528426117491,4,48,"negative regulation of cytokine-mediated signaling pathway","BP"
"04146",0.341098775490987,0.801753129021384,6,79,"Peroxisome","KEGG"
"GO:0010754",0.341152182369258,0.943590731734393,1,6,"negative regulation of cGMP-mediated signaling","BP"
"GO:0004540",0.341615919003741,0.791834814863043,7,94,"ribonuclease activity","MF"
"GO:0042975",0.341684576272371,0.884292036773026,2,19,"peroxisome proliferator activated receptor binding","MF"
"GO:0044247",0.341975942952819,0.883744071650066,2,20,"cellular polysaccharide catabolic process","BP"
"GO:0035035",0.342287374157596,0.850569025393699,3,33,"histone acetyltransferase binding","MF"
"GO:0055064",0.342543151118237,0.88379758657571,2,19,"chloride ion homeostasis","BP"
"GO:0010812",0.342705185668443,0.812732443042621,5,61,"negative regulation of cell-substrate adhesion","BP"
"GO:0009064",0.343184772044128,0.812203874611023,5,63,"glutamine family amino acid metabolic process","BP"
"GO:0048013",0.343665164281508,0.849647447532786,3,33,"ephrin receptor signaling pathway","BP"
"GO:0032303",0.343937957531468,0.882608776780176,2,20,"regulation of icosanoid secretion","BP"
"GO:0048469",0.344100174836607,0.756880996595185,13,180,"cell maturation","BP"
"GO:0015103",0.344195441866479,0.775407461042897,9,122,"inorganic anion transmembrane transporter activity","MF"
"GO:0060996",0.344207742097676,0.775496340979624,9,119,"dendritic spine development","BP"
"GO:0032228",0.34430630069585,0.849217804517673,3,33,"regulation of synaptic transmission, GABAergic","BP"
"GO:0071634",0.34455840812633,0.849048721423352,3,33,"regulation of transforming growth factor beta production","BP"
"GO:0015020",0.344570460394031,0.882241668080917,2,20,"glucuronosyltransferase activity","MF"
"GO:0031338",0.34461385473303,0.84882121047091,3,34,"regulation of vesicle fusion","BP"
"GO:0015833",0.3447652877488,0.692649701051371,111,1734,"peptide transport","BP"
"GO:0009790",0.344924288749393,0.700251109132253,73,1112,"embryo development","BP"
"GO:0044819",0.344933489229112,0.882030717248221,2,20,"mitotic G1/S transition checkpoint","BP"
"GO:1902254",0.345000969182381,0.881991485793105,2,20,"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","BP"
"GO:0044783",0.345073871888313,0.881949094676279,2,20,"G1 DNA damage checkpoint","BP"
"GO:0035584",0.345267967615442,0.882652206525112,2,18,"calcium-mediated signaling using intracellular calcium source","BP"
"GO:0017049",0.345373771900967,0.881774633937373,2,20,"GTP-Rho binding","MF"
"GO:0046189",0.345486601287828,0.826308002990383,4,48,"phenol-containing compound biosynthetic process","BP"
"GO:0044272",0.345495996619629,0.798374360688882,6,78,"sulfur compound biosynthetic process","BP"
"GO:1902895",0.345724770163973,0.848074392693592,3,34,"positive regulation of pri-miRNA transcription by RNA polymerase II","BP"
"GO:0032941",0.345756406661544,0.826112478486771,4,48,"secretion by tissue","BP"
"GO:0035728",0.346299138202589,0.881622721588826,2,19,"response to hepatocyte growth factor","BP"
"GO:0019076",0.346442321932132,0.847591205091704,3,34,"viral release from host cell","BP"
"GO:0035890",0.346442321932132,0.847591205091704,3,34,"exit from host","BP"
"GO:0035891",0.346442321932132,0.847591205091704,3,34,"exit from host cell","BP"
"GO:0052126",0.346442321932132,0.847591205091704,3,34,"movement in host environment","BP"
"GO:0052192",0.346442321932132,0.847591205091704,3,34,"movement in environment of other organism involved in symbiotic interaction","BP"
"GO:1903829",0.346595110674992,0.736203277698892,20,291,"positive regulation of cellular protein localization","BP"
"GO:0046653",0.346713734749104,0.880993637365171,2,20,"tetrahydrofolate metabolic process","BP"
"GO:0014009",0.346877929945605,0.825298845697195,4,48,"glial cell proliferation","BP"
"GO:0060395",0.347522806514045,0.796783674647424,6,78,"SMAD protein signal transduction","BP"
"GO:0042311",0.347819073564634,0.846662341913303,3,34,"vasodilation","BP"
"GO:0006144",0.348100240427616,0.88018293036066,2,20,"purine nucleobase metabolic process","BP"
"GO:0016572",0.348410010992287,0.84626293131366,3,34,"histone phosphorylation","BP"
"GO:0006566",0.348464783699671,0.939436196118696,1,7,"threonine metabolic process","BP"
"GO:0055002",0.348542462789883,0.753012342038092,13,182,"striated muscle cell development","BP"
"GO:0046135",0.348568462439457,0.939396954949941,1,7,"pyrimidine nucleoside catabolic process","BP"
"GO:0060754",0.348591765059526,0.939388133117147,1,7,"positive regulation of mast cell chemotaxis","BP"
"GO:0062061",0.348615847576784,0.939379015235635,1,7,"TAP complex binding","MF"
"00130",0.348629527315138,0.939373835588901,1,7,"Ubiquinone and other terpenoid-quinone biosynthesis","KEGG"
"GO:0001810",0.348640158612523,0.939369810012193,1,7,"regulation of type I hypersensitivity","BP"
"GO:0016068",0.348640158612523,0.939369810012193,1,7,"type I hypersensitivity","BP"
"GO:0006102",0.348745389389881,0.93932995549731,1,7,"isocitrate metabolic process","BP"
"GO:0031065",0.348834595803026,0.879752478704467,2,20,"positive regulation of histone deacetylation","BP"
"GO:0016842",0.348894080890131,0.93927361450894,1,7,"amidine-lyase activity","MF"
"GO:0032495",0.34898173407789,0.879666143016453,2,20,"response to muramyl dipeptide","BP"
"GO:0010759",0.349002994634888,0.879653665601622,2,20,"positive regulation of macrophage chemotaxis","BP"
"GO:0045006",0.349029800214751,0.939222161833617,1,7,"DNA deamination","BP"
"GO:0060770",0.349202606467873,0.939156611797164,1,7,"negative regulation of epithelial cell proliferation involved in prostate gland development","BP"
"GO:0030885",0.349203519660036,0.939156265287925,1,7,"regulation of myeloid dendritic cell activation","BP"
"GO:0048557",0.349245093265772,0.879511538906192,2,20,"embryonic digestive tract morphogenesis","BP"
"GO:0044341",0.349251552665154,0.939138037599036,1,7,"sodium-dependent phosphate transport","BP"
"GO:0072526",0.349379050882765,0.939089638581327,1,7,"pyridine-containing compound catabolic process","BP"
"GO:0010764",0.349601428551635,0.939005168335836,1,7,"negative regulation of fibroblast migration","BP"
"GO:0042904",0.349612105195344,0.9390011110661,1,7,"9-cis-retinoic acid biosynthetic process","BP"
"GO:0042905",0.349612105195344,0.9390011110661,1,7,"9-cis-retinoic acid metabolic process","BP"
"GO:0048536",0.349614813333832,0.823689866112911,4,45,"spleen development","BP"
"GO:1903367",0.34964523563278,0.938988520033174,1,7,"positive regulation of fear response","BP"
"GO:2000987",0.34964523563278,0.938988520033174,1,7,"positive regulation of behavioral fear response","BP"
"GO:0043565",0.349683793668665,0.696025463445554,72,1104,"sequence-specific DNA binding","MF"
"GO:0032074",0.34968855584647,0.938972054114273,1,7,"negative regulation of nuclease activity","BP"
"GO:1990144",0.349714572760045,0.938962163878685,1,7,"intrinsic apoptotic signaling pathway in response to hypoxia","BP"
"GO:0072111",0.349846364207778,0.879158209015213,2,20,"cell proliferation involved in kidney development","BP"
"GO:0032387",0.349941119422411,0.806987296380377,5,64,"negative regulation of intracellular transport","BP"
"GO:0016778",0.35009324295209,0.938818106407344,1,7,"diphosphotransferase activity","MF"
"GO:0046950",0.350112586313555,0.938810742218432,1,7,"cellular ketone body metabolic process","BP"
"GO:0061643",0.350164829271358,0.940292351757389,1,6,"chemorepulsion of axon","BP"
"GO:0006015",0.350243291424693,0.938760967877606,1,7,"5-phosphoribose 1-diphosphate biosynthetic process","BP"
"GO:0046391",0.350243291424693,0.938760967877606,1,7,"5-phosphoribose 1-diphosphate metabolic process","BP"
"GO:0032661",0.350244495409729,0.938760509271963,1,7,"regulation of interleukin-18 production","BP"
"GO:0072103",0.350262381192075,0.940256041721849,1,6,"glomerulus vasculature morphogenesis","BP"
"GO:0072104",0.350262381192075,0.940256041721849,1,6,"glomerular capillary formation","BP"
"GO:0007567",0.350267839467096,0.938751616966541,1,7,"parturition","BP"
"GO:1903052",0.350606369108138,0.776675621666625,8,109,"positive regulation of proteolysis involved in cellular protein catabolic process","BP"
"GO:0046325",0.350608823539553,0.878709446670088,2,20,"negative regulation of glucose import","BP"
"GO:0042886",0.350640081522269,0.686882534950953,112,1753,"amide transport","BP"
"GO:0071971",0.350907951398466,0.938507485262302,1,7,"extracellular exosome assembly","BP"
"GO:0009635",0.351118039953274,0.938427234430752,1,7,"response to herbicide","BP"
"GO:1990776",0.351235067028607,0.878735340307552,2,19,"response to angiotensin","BP"
"GO:0070995",0.351293261007977,0.93836025507841,1,7,"NADPH oxidation","BP"
"GO:1902806",0.351293695681902,0.769473861554491,9,123,"regulation of cell cycle G1/S phase transition","BP"
"GO:1901565",0.351361940231004,0.695006221272482,70,1091,"organonitrogen compound catabolic process","BP"
"GO:0003321",0.351416406363912,0.93831315618185,1,7,"positive regulation of blood pressure by epinephrine-norepinephrine","BP"
"GO:0015180",0.351481903976608,0.93828809689924,1,7,"L-alanine transmembrane transporter activity","MF"
"GO:0022858",0.351481903976608,0.93828809689924,1,7,"alanine transmembrane transporter activity","MF"
"GO:0003025",0.351522207774334,0.938272673734069,1,7,"regulation of systemic arterial blood pressure by baroreceptor feedback","BP"
"GO:2000653",0.351586090306328,0.938248222952606,1,7,"regulation of genetic imprinting","BP"
"GO:0004931",0.35169632437414,0.938206017818352,1,7,"extracellularly ATP-gated cation channel activity","MF"
"GO:0042826",0.351906708228539,0.769027761595836,9,121,"histone deacetylase binding","MF"
"GO:0015748",0.351932689796838,0.793370846663871,6,77,"organophosphate ester transport","BP"
"GO:0031112",0.351992588430724,0.844235529942778,3,32,"positive regulation of microtubule polymerization or depolymerization","BP"
"GO:0052695",0.352017906180233,0.938082796702754,1,7,"cellular glucuronidation","BP"
"GO:0009615",0.352386022204556,0.737575456327618,17,250,"response to virus","BP"
"GO:0006108",0.352454568036606,0.937915247258443,1,7,"malate metabolic process","BP"
"GO:0090324",0.352531045056762,0.937885875008316,1,7,"negative regulation of oxidative phosphorylation","BP"
"GO:0032532",0.352626605879512,0.937849161738431,1,7,"regulation of microvillus length","BP"
"GO:0048483",0.352756129511343,0.821134165872747,4,47,"autonomic nervous system development","BP"
"GO:0050703",0.352760086620222,0.937797858585008,1,7,"interleukin-1 alpha secretion","BP"
"GO:1902338",0.352772491188678,0.937793089630578,1,7,"negative regulation of apoptotic process involved in morphogenesis","BP"
"GO:0051379",0.352809400136095,0.937778898649786,1,7,"epinephrine binding","MF"
"GO:0072603",0.352875776658966,0.937753372964516,1,7,"interleukin-5 secretion","BP"
"GO:2000662",0.352875776658966,0.937753372964516,1,7,"regulation of interleukin-5 secretion","BP"
"GO:2000665",0.352899595494321,0.937744211705183,1,7,"regulation of interleukin-13 secretion","BP"
"GO:0061008",0.35296218607794,0.768146285313999,9,121,"hepaticobiliary system development","BP"
"GO:0000995",0.352963474968559,0.937719638277449,1,7,"RNA polymerase III general transcription initiation factor activity","MF"
"GO:0006383",0.353011474167172,0.842953880272075,3,35,"transcription by RNA polymerase III","BP"
"GO:0008157",0.353024269994374,0.877282521624674,2,20,"protein phosphatase 1 binding","MF"
"GO:0032493",0.353050143074975,0.937686289229621,1,7,"response to bacterial lipoprotein","BP"
"GO:0048701",0.353071597200191,0.820662168018464,4,49,"embryonic cranial skeleton morphogenesis","BP"
"GO:0007343",0.353216397907477,0.93762228635014,1,7,"egg activation","BP"
"GO:0046006",0.353260498180607,0.84278386424676,3,35,"regulation of activated T cell proliferation","BP"
"GO:2000271",0.353358955664818,0.937567375070766,1,7,"positive regulation of fibroblast apoptotic process","BP"
"GO:0070782",0.353368450341862,0.93756371683457,1,7,"phosphatidylserine exposure on apoptotic cell surface","BP"
"GO:0060664",0.35339679553104,0.937552794864632,1,7,"epithelial cell proliferation involved in salivary gland morphogenesis","BP"
"GO:0071649",0.353413044639227,0.937546533246422,1,7,"regulation of chemokine (C-C motif) ligand 5 production","BP"
"GO:0086042",0.353465562149652,0.93752629299882,1,7,"cardiac muscle cell-cardiac muscle cell adhesion","BP"
"GO:0050904",0.353478181143003,0.937521429059514,1,7,"diapedesis","BP"
"GO:1904304",0.353535912353808,0.93749917393626,1,7,"regulation of gastro-intestinal system smooth muscle contraction","BP"
"GO:0016530",0.353665676919881,0.93744913311848,1,7,"metallochaperone activity","MF"
"GO:0045916",0.353675807619172,0.937445225440028,1,7,"negative regulation of complement activation","BP"
"GO:2000258",0.353675807619172,0.937445225440028,1,7,"negative regulation of protein activation cascade","BP"
"GO:0032071",0.353745652435756,0.937418280508379,1,7,"regulation of endodeoxyribonuclease activity","BP"
"GO:0035855",0.353919987862118,0.876751341842461,2,20,"megakaryocyte development","BP"
"GO:0071476",0.354058770270078,0.93729740041268,1,7,"cellular hypotonic response","BP"
"GO:0021545",0.354099621646455,0.820025760980238,4,48,"cranial nerve development","BP"
"GO:0010770",0.354118823498552,0.748239381168625,13,179,"positive regulation of cell morphogenesis involved in differentiation","BP"
"GO:0033865",0.354214492932408,0.78169345728992,7,94,"nucleoside bisphosphate metabolic process","BP"
"GO:0033875",0.354214492932408,0.78169345728992,7,94,"ribonucleoside bisphosphate metabolic process","BP"
"GO:0034032",0.354214492932408,0.78169345728992,7,94,"purine nucleoside bisphosphate metabolic process","BP"
"GO:0035735",0.354534571885909,0.937113450758476,1,7,"intraciliary transport involved in cilium assembly","BP"
"GO:0006688",0.354557902657103,0.876372373082343,2,20,"glycosphingolipid biosynthetic process","BP"
"GO:0038030",0.354563198285485,0.937102373307924,1,7,"non-canonical Wnt signaling pathway via MAPK cascade","BP"
"GO:1901343",0.354665863758316,0.766655587120598,9,123,"negative regulation of vasculature development","BP"
"GO:0009445",0.354802770081437,0.937009621708074,1,7,"putrescine metabolic process","BP"
"GO:1900227",0.354850667907005,0.936991068058152,1,7,"positive regulation of NLRP3 inflammasome complex assembly","BP"
"GO:0071479",0.35495330068028,0.803145260371277,5,64,"cellular response to ionizing radiation","BP"
"GO:0050807",0.354991143656969,0.732972227334785,18,257,"regulation of synapse organization","BP"
"GO:0002313",0.355072768453805,0.87606609687048,2,20,"mature B cell differentiation involved in immune response","BP"
"00051",0.355099867093908,0.841525695070337,3,35,"Fructose and mannose metabolism","KEGG"
"GO:0042364",0.355112552636269,0.936889567319545,1,7,"water-soluble vitamin biosynthetic process","BP"
"GO:0032960",0.355140399091809,0.936878768943356,1,7,"regulation of inositol trisphosphate biosynthetic process","BP"
"GO:0039530",0.355416294855058,0.936771722040183,1,7,"MDA-5 signaling pathway","BP"
"GO:0001794",0.355438779621228,0.936762993257774,1,7,"type IIa hypersensitivity","BP"
"GO:0001796",0.355438779621228,0.936762993257774,1,7,"regulation of type IIa hypersensitivity","BP"
"GO:0001798",0.355438779621228,0.936762993257774,1,7,"positive regulation of type IIa hypersensitivity","BP"
"GO:0002445",0.355438779621228,0.936762993257774,1,7,"type II hypersensitivity","BP"
"GO:0002892",0.355438779621228,0.936762993257774,1,7,"regulation of type II hypersensitivity","BP"
"GO:0002894",0.355438779621228,0.936762993257774,1,7,"positive regulation of type II hypersensitivity","BP"
"GO:0002035",0.355450995988673,0.936758250457328,1,7,"brain renin-angiotensin system","BP"
"GO:0097493",0.355468919145168,0.936751291709214,1,7,"structural molecule activity conferring elasticity","MF"
"GO:0030916",0.355482157667647,0.936746151499913,1,7,"otic vesicle formation","BP"
"GO:1903242",0.355537201166754,0.936724776734169,1,7,"regulation of cardiac muscle hypertrophy in response to stress","BP"
"GO:0015031",0.35569573330337,0.682647250133565,108,1690,"protein transport","BP"
"GO:0016887",0.355786204480727,0.714581534011364,29,422,"ATPase activity","MF"
"GO:0002732",0.355893935616658,0.936586143855213,1,7,"positive regulation of dendritic cell cytokine production","BP"
"GO:0010976",0.355984797332087,0.720958918174907,24,346,"positive regulation of neuron projection development","BP"
"GO:0021522",0.356025798035335,0.840890752254772,3,35,"spinal cord motor neuron differentiation","BP"
"GO:0060373",0.356192202591287,0.936470094051913,1,7,"regulation of ventricular cardiac muscle cell membrane depolarization","BP"
"GO:0006650",0.356251651442396,0.73962954581586,15,217,"glycerophospholipid metabolic process","BP"
"00500",0.356283988224706,0.840713512954081,3,35,"Starch and sucrose metabolism","KEGG"
"GO:0033211",0.356327745795282,0.936417315203098,1,7,"adiponectin-activated signaling pathway","BP"
"GO:0086010",0.356536159968471,0.841361886030694,3,31,"membrane depolarization during action potential","BP"
"GO:1901317",0.356589083373356,0.936315480065525,1,7,"regulation of flagellated sperm motility","BP"
"GO:0035967",0.356850145269971,0.77950678099961,7,95,"cellular response to topologically incorrect protein","BP"
"GO:0016675",0.356867819684691,0.874631419011679,2,21,"oxidoreductase activity, acting on a heme group of donors","MF"
"GO:0045933",0.356873061894079,0.817865865850741,4,49,"positive regulation of muscle contraction","BP"
"GO:0097061",0.356889615005569,0.779719377323424,7,90,"dendritic spine organization","BP"
"GO:0010886",0.356974096994627,0.936165275752521,1,7,"positive regulation of cholesterol storage","BP"
"GO:0035306",0.35717905516588,0.817640073010851,4,49,"positive regulation of dephosphorylation","BP"
"GO:2000649",0.357366771922522,0.817501504305634,4,49,"regulation of sodium ion transmembrane transporter activity","BP"
"GO:0034711",0.357376323858645,0.936008131408597,1,7,"inhibin binding","MF"
"GO:0016525",0.357430892198147,0.771084564768937,8,108,"negative regulation of angiogenesis","BP"
"GO:0004298",0.357535588008431,0.87423102590831,2,21,"threonine-type endopeptidase activity","MF"
"GO:0070003",0.357535588008431,0.87423102590831,2,21,"threonine-type peptidase activity","MF"
"GO:0005138",0.357669840539105,0.935893313604778,1,7,"interleukin-6 receptor binding","MF"
"GO:0046794",0.357913390153735,0.935797948988267,1,7,"transport of virus","BP"
"GO:0022829",0.357978049885864,0.873965387863704,2,21,"wide pore channel activity","MF"
"GO:0098821",0.358040984577277,0.935747954288728,1,7,"BMP receptor activity","MF"
"GO:0045084",0.35816522146667,0.935699252914036,1,7,"positive regulation of interleukin-12 biosynthetic process","BP"
"GO:0072073",0.358237428967377,0.757944274141096,10,136,"kidney epithelium development","BP"
"GO:0016769",0.358503165154517,0.873649777554968,2,21,"transferase activity, transferring nitrogenous groups","MF"
"GO:1902961",0.358564426092674,0.935542614445626,1,7,"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","BP"
"00510",0.358648663310149,0.816439390506575,4,50,"N-Glycan biosynthesis","KEGG"
"GO:1904350",0.358703078710972,0.935488157376818,1,7,"regulation of protein catabolic process in the vacuole","BP"
"GO:0042908",0.358744511620715,0.935471878916796,1,7,"xenobiotic transport","BP"
"GO:0043369",0.35884158107737,0.873813055531154,2,20,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","BP"
"GO:0019871",0.358862111111675,0.935425662269852,1,7,"sodium channel inhibitor activity","MF"
"GO:0014719",0.359320758471721,0.935245225477733,1,7,"skeletal muscle satellite cell activation","BP"
"GO:0060501",0.359636565295741,0.935120809436117,1,7,"positive regulation of epithelial cell proliferation involved in lung morphogenesis","BP"
"GO:0022605",0.359844724814984,0.935038724643301,1,7,"mammalian oogenesis stage","BP"
"GO:0002578",0.359861722594729,0.93503201907764,1,7,"negative regulation of antigen processing and presentation","BP"
"GO:2000179",0.359863180997503,0.799356306341725,5,64,"positive regulation of neural precursor cell proliferation","BP"
"GO:0034238",0.359896891361213,0.935018143811845,1,7,"macrophage fusion","BP"
"GO:1990034",0.360057515809131,0.9349547496108,1,7,"calcium ion export across plasma membrane","BP"
"GO:0060526",0.360313916850916,0.934853478643473,1,7,"prostate glandular acinus morphogenesis","BP"
"GO:0060527",0.360313916850916,0.934853478643473,1,7,"prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis","BP"
"GO:0006783",0.360345938727465,0.872539205097735,2,21,"heme biosynthetic process","BP"
"GO:1902302",0.360384875823161,0.934825435331042,1,7,"regulation of potassium ion export","BP"
"GO:1903764",0.360384875823161,0.934825435331042,1,7,"regulation of potassium ion export across plasma membrane","BP"
"GO:1905653",0.360497726904029,0.934780821256515,1,7,"positive regulation of artery morphogenesis","BP"
"GO:0016215",0.360596280710658,0.93474184453032,1,7,"acyl-CoA desaturase activity","MF"
"GO:0001946",0.360738729897938,0.87267151415743,2,20,"lymphangiogenesis","BP"
"GO:0050861",0.360800742989205,0.934660938158329,1,7,"positive regulation of B cell receptor signaling pathway","BP"
"GO:0060839",0.360855196989687,0.934639380466303,1,7,"endothelial cell fate commitment","BP"
"GO:0045630",0.360920850868278,0.934613383241527,1,7,"positive regulation of T-helper 2 cell differentiation","BP"
"GO:0036066",0.361034898183561,0.93456820883239,1,7,"protein O-linked fucosylation","BP"
"GO:1901490",0.361093009462747,0.934545183668642,1,7,"regulation of lymphangiogenesis","BP"
"GO:0015014",0.361094181045183,0.934544719408296,1,7,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","BP"
"GO:0001976",0.361163158039869,0.872415450104958,2,20,"neurological system process involved in regulation of systemic arterial blood pressure","BP"
"GO:0033157",0.361179351313511,0.738443487464735,14,202,"regulation of intracellular protein transport","BP"
"GO:0030151",0.361196815287277,0.934504041151988,1,7,"molybdenum ion binding","MF"
"GO:0098883",0.361310514399848,0.934458959838786,1,7,"synapse pruning","BP"
"GO:0005004",0.361404222532534,0.934421790984114,1,7,"GPI-linked ephrin receptor activity","MF"
"GO:0006720",0.361643605833555,0.797817819430027,5,66,"isoprenoid metabolic process","BP"
"GO:0006006",0.361715490743503,0.741476077431459,13,187,"glucose metabolic process","BP"
"GO:0036089",0.361814061400469,0.934259082860637,1,7,"cleavage furrow formation","BP"
"GO:0048069",0.362033763707094,0.934171760945591,1,7,"eye pigmentation","BP"
"GO:1901673",0.36225497127895,0.871383756189117,2,21,"regulation of mitotic spindle assembly","BP"
"GO:0010340",0.362284963448293,0.934071835503755,1,7,"carboxyl-O-methyltransferase activity","MF"
"GO:0051998",0.362284963448293,0.934071835503755,1,7,"protein carboxyl O-methyltransferase activity","MF"
"GO:0051900",0.362311342339372,0.871349560842498,2,21,"regulation of mitochondrial depolarization","BP"
"GO:0044389",0.36233241318525,0.720129846837708,21,311,"ubiquitin-like protein ligase binding","MF"
"GO:0016597",0.362332539372264,0.797360629013113,5,65,"amino acid binding","MF"
"GO:0004806",0.362549678994299,0.871204934469408,2,21,"triglyceride lipase activity","MF"
"GO:0019438",0.362714391522912,0.666918223049896,204,3223,"aromatic compound biosynthetic process","BP"
"GO:0048667",0.363041416693603,0.69725538821413,41,604,"cell morphogenesis involved in neuron differentiation","BP"
"GO:0006360",0.3630433469827,0.813413768503249,4,48,"transcription by RNA polymerase I","BP"
"GO:0090050",0.363264676581606,0.871143906263356,2,20,"positive regulation of cell migration involved in sprouting angiogenesis","BP"
"GO:0071466",0.363279518409958,0.759286487801304,9,127,"cellular response to xenobiotic stimulus","BP"
"GO:0050655",0.363479439547274,0.933595443925167,1,7,"dermatan sulfate proteoglycan metabolic process","BP"
"GO:0051019",0.363550572219352,0.835882102043388,3,34,"mitogen-activated protein kinase binding","MF"
"GO:1901388",0.363697932188455,0.93350808126438,1,7,"regulation of transforming growth factor beta activation","BP"
"GO:0050966",0.363831411076877,0.870799953225575,2,20,"detection of mechanical stimulus involved in sensory perception of pain","BP"
"GO:0090306",0.364137543232329,0.933332098266017,1,7,"spindle assembly involved in meiosis","BP"
"GO:0005525",0.364190485594054,0.714959689955156,23,345,"GTP binding","MF"
"00750",0.364210996466071,0.933302666738904,1,7,"Vitamin B6 metabolism","KEGG"
"GO:0006026",0.364305892911664,0.870136813677356,2,21,"aminoglycan catabolic process","BP"
"GO:0032808",0.364360555370455,0.933242716921052,1,7,"lacrimal gland development","BP"
"GO:0031279",0.364526085429448,0.835203511754023,3,34,"regulation of cyclase activity","BP"
"GO:0048702",0.364534152322994,0.93317309125711,1,7,"embryonic neurocranium morphogenesis","BP"
"GO:2000831",0.364544260919562,0.869991510355105,2,21,"regulation of steroid hormone secretion","BP"
"GO:0010743",0.364990386337154,0.869719351710008,2,21,"regulation of macrophage derived foam cell differentiation","BP"
"GO:2000543",0.365139176116369,0.932930091521322,1,7,"positive regulation of gastrulation","BP"
"GO:0072257",0.365405546732861,0.934459165407609,1,6,"metanephric nephron tubule epithelial cell differentiation","BP"
"GO:0072307",0.365405546732861,0.934459165407609,1,6,"regulation of metanephric nephron tubule epithelial cell differentiation","BP"
"GO:0019200",0.365469006319476,0.86942706316869,2,21,"carbohydrate kinase activity","MF"
"GO:0071897",0.365560121512476,0.746484364848114,11,157,"DNA biosynthetic process","BP"
"GO:1901897",0.365637672018976,0.932729481255008,1,7,"regulation of relaxation of cardiac muscle","BP"
"GO:0120039",0.365686282983723,0.692197377359709,45,667,"plasma membrane bounded cell projection morphogenesis","BP"
"GO:0000186",0.365811931486067,0.834511657036089,3,33,"activation of MAPKK activity","BP"
"GO:1901535",0.365950470280169,0.932603418644675,1,7,"regulation of DNA demethylation","BP"
"GO:0071578",0.366118680703781,0.932535568868527,1,7,"zinc ion import across plasma membrane","BP"
"GO:0002249",0.366308902506323,0.932458791350733,1,7,"lymphocyte anergy","BP"
"GO:0002667",0.366308902506323,0.932458791350733,1,7,"regulation of T cell anergy","BP"
"GO:0002870",0.366308902506323,0.932458791350733,1,7,"T cell anergy","BP"
"GO:0002911",0.366308902506323,0.932458791350733,1,7,"regulation of lymphocyte anergy","BP"
"GO:0046902",0.366380682647926,0.810683405963413,4,50,"regulation of mitochondrial membrane permeability","BP"
"GO:0060318",0.366385856641108,0.932427716211157,1,7,"definitive erythrocyte differentiation","BP"
"GO:0090647",0.366449459587791,0.932402026014306,1,7,"modulation of age-related behavioral decline","BP"
"GO:0008510",0.366461714618982,0.934042850182472,1,6,"sodium:bicarbonate symporter activity","MF"
"GO:0010634",0.366525819650336,0.750790281668469,10,139,"positive regulation of epithelial cell migration","BP"
"GO:0043502",0.366873677764937,0.771309521557389,7,95,"regulation of muscle adaptation","BP"
"GO:2000045",0.366885848384096,0.763179425611344,8,109,"regulation of G1/S transition of mitotic cell cycle","BP"
"GO:0035743",0.36691894784695,0.868539659853598,2,21,"CD4-positive, alpha-beta T cell cytokine production","BP"
"GO:0010519",0.36706720827966,0.932152204066594,1,7,"negative regulation of phospholipase activity","BP"
"GO:0035005",0.367348682151293,0.932038191207707,1,7,"1-phosphatidylinositol-4-phosphate 3-kinase activity","MF"
"GO:0003417",0.367680346120782,0.833001236487126,3,34,"growth plate cartilage development","BP"
"GO:0070305",0.367754921977627,0.931873439106273,1,7,"response to cGMP","BP"
"GO:0072378",0.367941323884057,0.931797763204566,1,7,"blood coagulation, fibrin clot formation","BP"
"GO:1905076",0.368126168625648,0.931722669826575,1,7,"regulation of interleukin-17 secretion","BP"
"GO:2000249",0.368158765764491,0.832472481927044,3,35,"regulation of actin cytoskeleton reorganization","BP"
"GO:0060385",0.368163907075265,0.931707332460231,1,7,"axonogenesis involved in innervation","BP"
"GO:0003950",0.36817834457596,0.867766508131404,2,21,"NAD+ ADP-ribosyltransferase activity","MF"
"GO:0030004",0.368411646384511,0.770140887752301,7,93,"cellular monovalent inorganic cation homeostasis","BP"
"GO:0032682",0.368497379977034,0.867570300660168,2,21,"negative regulation of chemokine production","BP"
"GO:0045104",0.368603484381703,0.809257705374473,4,48,"intermediate filament cytoskeleton organization","BP"
"GO:1990089",0.368879872071957,0.831966394765837,3,35,"response to nerve growth factor","BP"
"GO:1990090",0.368879872071957,0.831966394765837,3,35,"cellular response to nerve growth factor stimulus","BP"
"GO:0036474",0.369246179177176,0.831526036455109,3,36,"cell death in response to hydrogen peroxide","BP"
"GO:0051481",0.369336002329175,0.867436057805731,2,20,"negative regulation of cytosolic calcium ion concentration","BP"
"GO:0060749",0.369423643153871,0.866999845494459,2,21,"mammary gland alveolus development","BP"
"GO:0061377",0.369423643153871,0.866999845494459,2,21,"mammary gland lobule development","BP"
"GO:0032233",0.369586022389205,0.791779197962266,5,64,"positive regulation of actin filament bundle assembly","BP"
