"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0051208",0.109766097730798,0.936466927327152,15,84,"sequestering of calcium ion","BP"
"GO:0005253",0.110045165030262,0.953510943009081,7,32,"anion channel activity","MF"
"GO:0008301",0.11016372827862,0.975612788316248,3,10,"DNA binding, bending","MF"
"GO:0043902",0.110221287337341,0.927522117989776,24,146,"positive regulation of multi-organism process","BP"
"GO:0044374",0.110230510864275,1,1,1,"sequence-specific DNA binding, bending","MF"
"GO:0044377",0.110230510864275,1,1,1,"RNA polymerase II proximal promoter sequence-specific DNA binding, bending","MF"
"GO:0000166",0.110249434246123,0.903323813352747,241,1737,"nucleotide binding","MF"
"GO:1901265",0.110249434246123,0.903323813352747,241,1737,"nucleoside phosphate binding","MF"
"GO:0016043",0.11034645248259,0.899575644956461,612,4620,"cellular component organization","BP"
"GO:0005979",0.110442926104037,0.957235854917209,6,26,"regulation of glycogen biosynthetic process","BP"
"GO:0010962",0.110442926104037,0.957235854917209,6,26,"regulation of glucan biosynthetic process","BP"
"GO:0004155",0.110774625465925,1,1,1,"6,7-dihydropteridine reductase activity","MF"
"GO:0002580",0.110781869847079,0.986032608238257,2,5,"regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP"
"GO:0014887",0.110989491883093,0.961841858612625,5,20,"cardiac muscle adaptation","BP"
"GO:0016918",0.111063423681226,0.985975572367599,2,5,"retinal binding","MF"
"GO:1900024",0.111486205801831,0.946515203738455,9,45,"regulation of substrate adhesion-dependent cell spreading","BP"
"GO:0009109",0.111509441734465,0.967491087864786,4,15,"coenzyme catabolic process","BP"
"GO:0070296",0.111791566581718,0.967378782515528,4,15,"sarcoplasmic reticulum calcium ion transport","BP"
"GO:0050771",0.111852572794025,0.943949014198446,10,50,"negative regulation of axonogenesis","BP"
"GO:0042535",0.111902493930912,0.9673345942687,4,15,"positive regulation of tumor necrosis factor biosynthetic process","BP"
"GO:0008682",0.111969596945939,1,1,1,"2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity","MF"
"GO:0003084",0.112345007193802,0.967158141383637,4,15,"positive regulation of systemic arterial blood pressure","BP"
"GO:1903793",0.112368203057535,0.94600057329526,9,45,"positive regulation of anion transport","BP"
"GO:0090504",0.112417904553484,0.956255868881624,6,26,"epiboly","BP"
"GO:0060669",0.112577705370967,0.956176337755188,6,26,"embryonic placenta morphogenesis","BP"
"GO:0043531",0.112888016780586,0.948650701688208,8,38,"ADP binding","MF"
"GO:0033864",0.11303240604084,0.985574078965298,2,5,"positive regulation of NAD(P)H oxidase activity","BP"
"GO:0048706",0.113057346897131,0.935744804389551,14,76,"embryonic skeletal system development","BP"
"GO:0014065",0.113150430535045,0.930623846885642,18,103,"phosphatidylinositol 3-kinase signaling","BP"
"GO:0001765",0.113213008066899,0.974630480617428,3,10,"membrane raft assembly","BP"
"GO:1900019",0.113702382059913,0.985436418639503,2,5,"regulation of protein kinase C activity","BP"
"GO:1900020",0.113702382059913,0.985436418639503,2,5,"positive regulation of protein kinase C activity","BP"
"GO:0050794",0.113734417511839,0.8960172460433,895,6803,"regulation of cellular process","BP"
"GO:0006884",0.113755527042093,0.955589055447377,6,26,"cell volume homeostasis","BP"
"GO:0015038",0.114013175343714,0.985372379707814,2,5,"glutathione disulfide oxidoreductase activity","MF"
"GO:0090184",0.114108043700071,0.955412911035403,6,26,"positive regulation of kidney development","BP"
"GO:1903556",0.114150558422246,0.942476221528749,10,51,"negative regulation of tumor necrosis factor superfamily cytokine production","BP"
"GO:0034220",0.114188422095801,0.908579918199973,78,536,"ion transmembrane transport","BP"
"GO:0038118",0.114297414794991,1,1,1,"C-C chemokine receptor CCR7 signaling pathway","BP"
"GO:0070101",0.114297414794991,1,1,1,"positive regulation of chemokine-mediated signaling pathway","BP"
"GO:0070392",0.114297414794991,1,1,1,"detection of lipoteichoic acid","BP"
"GO:1901980",0.114297414794991,1,1,1,"positive regulation of inward rectifier potassium channel activity","BP"
"GO:1903080",0.114297414794991,1,1,1,"regulation of C-C chemokine receptor CCR7 signaling pathway","BP"
"GO:1903082",0.114297414794991,1,1,1,"positive regulation of C-C chemokine receptor CCR7 signaling pathway","BP"
"GO:1905291",0.114297414794991,1,1,1,"positive regulation of CAMKK-AMPK signaling cascade","BP"
"GO:2000350",0.114297414794991,1,1,1,"positive regulation of CD40 signaling pathway","BP"
"GO:0061024",0.114367431536828,0.908694653388498,76,522,"membrane organization","BP"
"GO:1905314",0.114683545264811,0.955124977527257,6,26,"semi-lunar valve development","BP"
"GO:0042058",0.114809349516665,0.942076731994626,10,51,"regulation of epidermal growth factor receptor signaling pathway","BP"
"GO:0071855",0.114842289912797,0.985200982914074,2,5,"neuropeptide receptor binding","MF"
"GO:1904026",0.114855987754234,0.985198144449922,2,5,"regulation of collagen fibril organization","BP"
"GO:0042219",0.114889891981533,0.966137908616433,4,15,"cellular modified amino acid catabolic process","BP"
"GO:0045040",0.114917601842124,0.985185374054228,2,5,"protein import into mitochondrial outer membrane","BP"
"GO:1901137",0.114958208491173,0.908910825359474,71,487,"carbohydrate derivative biosynthetic process","BP"
"GO:0002521",0.115008460290159,0.910033688922441,64,432,"leukocyte differentiation","BP"
"GO:0060977",0.115260917304219,0.954835649595616,6,26,"coronary vasculature morphogenesis","BP"
"GO:0017174",0.115406904476888,1,1,1,"glycine N-methyltransferase activity","MF"
"GO:0031100",0.115699964950591,0.959418541874547,5,21,"animal organ regeneration","BP"
"GO:0004745",0.115876244008791,0.965739996361185,4,15,"retinol dehydrogenase activity","MF"
"GO:0004747",0.115900610801265,1,1,1,"ribokinase activity","MF"
"GO:0009186",0.115995143138316,0.984961315040936,2,5,"deoxyribonucleoside diphosphate metabolic process","BP"
"GO:0016787",0.116001094528368,0.897568768225047,264,1933,"hydrolase activity","MF"
"GO:0046887",0.116012244396192,0.928550697352699,18,105,"positive regulation of hormone secretion","BP"
"GO:0061051",0.116017555963946,0.965682875194294,4,15,"positive regulation of cell growth involved in cardiac muscle cell development","BP"
"GO:0015938",0.116125826551834,1,1,1,"coenzyme A catabolic process","BP"
"GO:0051222",0.11621367286442,0.911275785963877,53,353,"positive regulation of protein transport","BP"
"GO:0030512",0.116249498366832,0.941201572758497,10,51,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:0060359",0.116287671665246,0.941178340817883,10,51,"response to ammonium ion","BP"
"GO:0060425",0.116298351814781,0.94117184065225,10,51,"lung morphogenesis","BP"
"GO:0004790",0.116423493313368,1,1,1,"thioether S-methyltransferase activity","MF"
"GO:0030748",0.116423493313368,1,1,1,"amine N-methyltransferase activity","MF"
"GO:0050765",0.116465476965357,0.959065066793791,5,21,"negative regulation of phagocytosis","BP"
"GO:0048670",0.116625783720818,0.965436693454598,4,15,"regulation of collateral sprouting","BP"
"GO:0007548",0.116637684258227,0.920165222603727,28,173,"sex differentiation","BP"
"GO:0007266",0.116713879857009,0.920122939911229,28,172,"Rho protein signal transduction","BP"
"GO:0048846",0.116764291500475,0.954080143569656,6,26,"axon extension involved in axon guidance","BP"
"GO:1902284",0.116764291500475,0.954080143569656,6,26,"neuron projection extension involved in neuron projection guidance","BP"
"GO:1903626",0.116820763463372,0.984788714406533,2,5,"positive regulation of DNA catabolic process","BP"
"GO:0048709",0.116833165763096,0.934824849322224,13,70,"oligodendrocyte differentiation","BP"
"GO:0042447",0.116897205571275,0.965326665427431,4,15,"hormone catabolic process","BP"
"GO:0070327",0.116920423597883,0.984767825661535,2,5,"thyroid hormone transport","BP"
"GO:1901032",0.11705047495588,0.958794389592104,5,21,"negative regulation of response to reactive oxygen species","BP"
"GO:1903206",0.11705047495588,0.958794389592104,5,21,"negative regulation of hydrogen peroxide-induced cell death","BP"
"GO:2001039",0.11705047495588,0.958794389592104,5,21,"negative regulation of cellular response to drug","BP"
"GO:0044703",0.117073935772168,0.90560098668034,82,565,"multi-organism reproductive process","BP"
"GO:0003044",0.117134062152557,0.949573818682234,7,33,"regulation of systemic arterial blood pressure mediated by a chemical signal","BP"
"GO:0032431",0.117583843635556,1,1,1,"activation of phospholipase A2 activity","BP"
"GO:0045112",0.117800156627984,0.984582927574401,2,5,"integrin biosynthetic process","BP"
"GO:0060696",0.117855471482834,0.984571271389744,2,5,"regulation of phospholipid catabolic process","BP"
"GO:0030613",0.117866257186251,1,1,1,"oxidoreductase activity, acting on phosphorus or arsenic in donors","MF"
"GO:0030614",0.117866257186251,1,1,1,"oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor","MF"
"GO:0045174",0.117866257186251,1,1,1,"glutathione dehydrogenase (ascorbate) activity","MF"
"GO:0050610",0.117866257186251,1,1,1,"methylarsonate reductase activity","MF"
"05214",0.117868256562851,0.937900108411622,11,58,"Glioma","KEGG"
"GO:1904996",0.117980016937284,0.964886681390273,4,15,"positive regulation of leukocyte adhesion to vascular endothelial cell","BP"
"GO:0010519",0.118038261701135,0.984532727502765,2,5,"negative regulation of phospholipase activity","BP"
"GO:0009237",0.118058615019842,1,1,1,"siderophore metabolic process","BP"
"GO:0019290",0.118058615019842,1,1,1,"siderophore biosynthetic process","BP"
"GO:1903047",0.118084359386079,0.90449200067735,84,578,"mitotic cell cycle process","BP"
"GO:0000247",0.118110820518906,1,1,1,"C-8 sterol isomerase activity","MF"
"GO:2000416",0.118421244579368,0.984451843044813,2,5,"regulation of eosinophil migration","BP"
"GO:0033692",0.118465379384161,0.939850069681392,10,51,"cellular polysaccharide biosynthetic process","BP"
"04920",0.118534639501879,0.937554779612608,11,57,"Adipocytokine signaling pathway","KEGG"
"GO:0010878",0.118538100433704,0.964659265826728,4,15,"cholesterol storage","BP"
"GO:0047198",0.118626813975345,1,1,1,"cysteine-S-conjugate N-acetyltransferase activity","MF"
"GO:0035690",0.118674806665709,0.913420723118165,39,252,"cellular response to drug","BP"
"GO:0070694",0.118830107959139,1,1,1,"deoxyribonucleoside 5'-monophosphate N-glycosidase activity","MF"
"GO:0030548",0.118977130379398,0.984334136123717,2,5,"acetylcholine receptor regulator activity","MF"
"GO:0099602",0.118977130379398,0.984334136123717,2,5,"neurotransmitter receptor regulator activity","MF"
"GO:0071850",0.119422554938753,0.972589903906309,3,10,"mitotic cell cycle arrest","BP"
"GO:0030049",0.119560880123223,0.984210139265653,2,5,"muscle filament sliding","BP"
"GO:0009206",0.119638311442389,0.924774803782051,19,117,"purine ribonucleoside triphosphate biosynthetic process","BP"
"GO:0038024",0.119834531059352,0.932854507029472,13,70,"cargo receptor activity","MF"
"GO:0003300",0.1198914856564,0.929625219931755,15,84,"cardiac muscle hypertrophy","BP"
"GO:0046777",0.119908691080009,0.914560220042661,34,212,"protein autophosphorylation","BP"
"GO:0010667",0.120027086323683,0.952221730842712,6,27,"negative regulation of cardiac muscle cell apoptotic process","BP"
"GO:2000074",0.120125896551982,0.98408974158271,2,5,"regulation of type B pancreatic cell development","BP"
"GO:0072350",0.120166069435261,0.947931423074423,7,33,"tricarboxylic acid metabolic process","BP"
"GO:0010566",0.12017724756671,0.963988788794957,4,15,"regulation of ketone biosynthetic process","BP"
"GO:0007229",0.120182083957093,0.930897546571312,14,78,"integrin-mediated signaling pathway","BP"
"GO:0031724",0.120360175696477,1,1,1,"CXCR5 chemokine receptor binding","MF"
"GO:0035769",0.120360175696477,1,1,1,"B cell chemotaxis across high endothelial venule","BP"
"GO:1904848",0.120360175696477,1,1,1,"negative regulation of cell chemotaxis to fibroblast growth factor","BP"
"GO:2000545",0.120360175696477,1,1,1,"negative regulation of endothelial cell chemotaxis to fibroblast growth factor","BP"
"GO:0009127",0.12053658807539,0.922230031415655,21,130,"purine nucleoside monophosphate biosynthetic process","BP"
"GO:0009168",0.12053658807539,0.922230031415655,21,130,"purine ribonucleoside monophosphate biosynthetic process","BP"
"GO:0005163",0.120562941190393,1,1,1,"nerve growth factor receptor binding","MF"
"GO:0060683",0.120578448396063,1,1,1,"regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling","BP"
"GO:1990401",0.120578448396063,1,1,1,"embryonic lung development","BP"
"GO:0030900",0.12065180335166,0.9118607777938,39,250,"forebrain development","BP"
"GO:0031958",0.120680876929028,0.963782026821862,4,15,"corticosteroid receptor signaling pathway","BP"
"GO:1901163",0.120736954813296,0.972151116841837,3,10,"regulation of trophoblast cell migration","BP"
"GO:0015816",0.120747212835754,0.98395691589607,2,5,"glycine transport","BP"
"GO:0004454",0.120885877226901,1,1,1,"ketohexokinase activity","MF"
"GO:0009067",0.120981258033358,0.95696324784349,5,21,"aspartate family amino acid biosynthetic process","BP"
"GO:0036153",0.121067842143176,1,1,1,"triglyceride acyl-chain remodeling","BP"
"GO:0036155",0.121067842143176,1,1,1,"acylglycerol acyl-chain remodeling","BP"
"GO:0051264",0.121067842143176,1,1,1,"mono-olein transacylation activity","MF"
"GO:0051265",0.121067842143176,1,1,1,"diolein transacylation activity","MF"
"GO:0071467",0.121099570033244,0.963609864636177,4,15,"cellular response to pH","BP"
"GO:0007189",0.121355684301665,0.93360740211548,12,65,"adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP"
"GO:0046886",0.121376348026139,0.963495921891456,4,15,"positive regulation of hormone biosynthetic process","BP"
"GO:0045639",0.121377354858491,0.931725727740313,13,72,"positive regulation of myeloid cell differentiation","BP"
"GO:0070841",0.121405716987899,0.956764233622678,5,21,"inclusion body assembly","BP"
"GO:0009593",0.12142922072242,0.951505400642219,6,27,"detection of chemical stimulus","BP"
"GO:0035020",0.121467227493233,0.963458485695851,4,15,"regulation of Rac protein signal transduction","BP"
"GO:1902742",0.121543266656355,0.95144701988026,6,27,"apoptotic process involved in development","BP"
"GO:0072511",0.121623618903998,0.908126064727704,48,316,"divalent inorganic cation transport","BP"
"GO:0006643",0.121832003199473,0.920495063339577,22,133,"membrane lipid metabolic process","BP"
"GO:0072749",0.121863313641664,1,1,1,"cellular response to cytochalasin B","BP"
"GO:1901328",0.121863313641664,1,1,1,"response to cytochalasin B","BP"
"GO:0019933",0.12193972633216,0.926786749804467,16,92,"cAMP-mediated signaling","BP"
"GO:0046292",0.122079625661666,0.983670549955528,2,5,"formaldehyde metabolic process","BP"
"GO:0046456",0.122162493730509,0.950934734016818,6,28,"icosanoid biosynthetic process","BP"
"GO:0006968",0.122165080249028,0.971671672863585,3,10,"cellular defense response","BP"
"GO:1903039",0.122165916375969,0.917199385246136,26,161,"positive regulation of leukocyte cell-cell adhesion","BP"
"GO:0033862",0.122316448253942,1,1,1,"UMP kinase activity","MF"
"GO:0038145",0.122357201071311,0.983610631767495,2,5,"macrophage colony-stimulating factor signaling pathway","BP"
"GO:0071498",0.122381727476172,0.963081132212729,4,15,"cellular response to fluid shear stress","BP"
"GO:2000378",0.122433196934316,0.934947758582389,11,59,"negative regulation of reactive oxygen species metabolic process","BP"
"GO:0015844",0.122434377192009,0.937326989945809,10,52,"monoamine transport","BP"
"GO:0051342",0.122469163927613,0.98358643771656,2,5,"regulation of cyclic-nucleotide phosphodiesterase activity","BP"
"GO:1900272",0.122502656887832,0.971557934524098,3,10,"negative regulation of long-term synaptic potentiation","BP"
"GO:0003180",0.122582284062253,0.962998220014901,4,15,"aortic valve morphogenesis","BP"
"GO:0055092",0.122702835982654,0.929153869676792,14,79,"sterol homeostasis","BP"
"GO:0010749",0.122796356511505,0.971458852612754,3,10,"regulation of nitric oxide mediated signal transduction","BP"
"GO:0048675",0.122817300357235,0.923768685463303,18,104,"axon extension","BP"
"GO:1900259",0.122943658259387,1,1,1,"regulation of RNA-directed 5'-3' RNA polymerase activity","BP"
"GO:1900260",0.122943658259387,1,1,1,"negative regulation of RNA-directed 5'-3' RNA polymerase activity","BP"
"GO:0003948",0.123155062655858,1,1,1,"N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity","MF"
"GO:0035605",0.123259446796469,1,1,1,"peptidyl-cysteine S-nitrosylase activity","MF"
"GO:0036120",0.123262603634216,0.962716552025606,4,15,"cellular response to platelet-derived growth factor stimulus","BP"
"GO:0009407",0.123296673895594,0.983407167838114,2,5,"toxin catabolic process","BP"
"GO:0005254",0.123321672920073,0.955862821977277,5,21,"chloride channel activity","MF"
"GO:0061737",0.123337156344446,1,1,1,"leukotriene signaling pathway","BP"
"GO:1905217",0.123375825164269,1,1,1,"response to astaxanthin","BP"
"GO:2000348",0.123381097284684,0.983388833679511,2,5,"regulation of CD40 signaling pathway","BP"
"GO:2001287",0.123439998398436,1,1,1,"negative regulation of caveolin-mediated endocytosis","BP"
"GO:0016101",0.123677812997732,0.942271692786498,8,40,"diterpenoid metabolic process","BP"
"GO:0034186",0.123706983108518,0.983317983436255,2,5,"apolipoprotein A-I binding","MF"
"GO:0034114",0.12371744297248,0.95567599396646,5,21,"regulation of heterotypic cell-cell adhesion","BP"
"GO:0051537",0.123740692774193,0.955149384821624,5,23,"2 iron, 2 sulfur cluster binding","MF"
"GO:0002052",0.123796333299607,0.962495125679477,4,15,"positive regulation of neuroblast proliferation","BP"
"GO:0038191",0.123988358937901,0.962415364112651,4,15,"neuropilin binding","MF"
"GO:0007213",0.124006168812573,0.983252829120984,2,5,"G protein-coupled acetylcholine receptor signaling pathway","BP"
"GO:0051952",0.124073861912825,0.933979948915264,11,58,"regulation of amine transport","BP"
"GO:0003228",0.124099219570049,0.983232544011068,2,5,"atrial cardiac muscle tissue development","BP"
"GO:0055009",0.124099219570049,0.983232544011068,2,5,"atrial cardiac muscle tissue morphogenesis","BP"
"GO:0090181",0.124105211730819,0.950130956070945,6,27,"regulation of cholesterol metabolic process","BP"
"GO:0045836",0.124282580069809,0.970955656078515,3,10,"positive regulation of meiotic nuclear division","BP"
"GO:0005503",0.124302883177906,1,1,1,"all-trans retinal binding","MF"
"GO:0019115",0.124302883177906,1,1,1,"benzaldehyde dehydrogenase activity","MF"
"GO:0000038",0.124338589407423,0.95001063545514,6,27,"very long-chain fatty acid metabolic process","BP"
"GO:0045665",0.124418954426748,0.913034746226108,30,187,"negative regulation of neuron differentiation","BP"
"GO:0019402",0.12446763330831,1,1,1,"galactitol metabolic process","BP"
"GO:0046032",0.12446763330831,1,1,1,"ADP catabolic process","BP"
"GO:1905288",0.124480409304363,0.970888449032527,3,10,"vascular associated smooth muscle cell apoptotic process","BP"
"GO:1905459",0.124480409304363,0.970888449032527,3,10,"regulation of vascular associated smooth muscle cell apoptotic process","BP"
"GO:0061872",0.12474411819109,1,1,1,"hepatic stellate cell contraction","BP"
"GO:0061873",0.12474411819109,1,1,1,"regulation of hepatic stellate cell contraction","BP"
"GO:0061874",0.12474411819109,1,1,1,"positive regulation of hepatic stellate cell contraction","BP"
"GO:0005985",0.124789475040737,1,1,1,"sucrose metabolic process","BP"
"GO:0005986",0.124789475040737,1,1,1,"sucrose biosynthetic process","BP"
"GO:0042132",0.124789475040737,1,1,1,"fructose 1,6-bisphosphate 1-phosphatase activity","MF"
"GO:0033869",0.124814538996563,0.983076267584167,2,5,"nucleoside bisphosphate catabolic process","BP"
"GO:0034031",0.124814538996563,0.983076267584167,2,5,"ribonucleoside bisphosphate catabolic process","BP"
"GO:0034034",0.124814538996563,0.983076267584167,2,5,"purine nucleoside bisphosphate catabolic process","BP"
"GO:0003321",0.124827805606768,0.983073363594738,2,5,"positive regulation of blood pressure by epinephrine-norepinephrine","BP"
"GO:0070891",0.124871809928746,0.983063729820696,2,5,"lipoteichoic acid binding","MF"
"GO:0031628",0.124995302996749,0.983036681715555,2,5,"opioid receptor binding","MF"
"GO:0046651",0.125055947430011,0.909965610946532,35,226,"lymphocyte proliferation","BP"
"GO:0098917",0.125063394333878,0.970690085986234,3,10,"retrograde trans-synaptic signaling","BP"
"GO:1990948",0.125071604288737,0.981691040064097,2,6,"ubiquitin ligase inhibitor activity","MF"
"GO:0032802",0.125134916287616,0.983006081519509,2,5,"low-density lipoprotein particle receptor catabolic process","BP"
"GO:0032803",0.125134916287616,0.983006081519509,2,5,"regulation of low-density lipoprotein particle receptor catabolic process","BP"
"GO:0006068",0.125144065736913,0.983004075368109,2,5,"ethanol catabolic process","BP"
"GO:0006108",0.125317084257448,0.982966120192854,2,5,"malate metabolic process","BP"
"GO:0070940",0.125330101760105,0.982963263128178,2,5,"dephosphorylation of RNA polymerase II C-terminal domain","BP"
"GO:0005166",0.125337281639274,0.982961687213349,2,5,"neurotrophin p75 receptor binding","MF"
"GO:0030237",0.125445435112698,1,1,1,"female sex determination","BP"
"GO:0031945",0.125445435112698,1,1,1,"positive regulation of glucocorticoid metabolic process","BP"
"GO:0031948",0.125445435112698,1,1,1,"positive regulation of glucocorticoid biosynthetic process","BP"
"GO:0060126",0.125445435112698,1,1,1,"somatotropin secreting cell differentiation","BP"
"GO:0061054",0.125445435112698,1,1,1,"dermatome development","BP"
"GO:0061183",0.125445435112698,1,1,1,"regulation of dermatome development","BP"
"GO:0061184",0.125445435112698,1,1,1,"positive regulation of dermatome development","BP"
"GO:0061369",0.125445435112698,1,1,1,"negative regulation of testicular blood vessel morphogenesis","BP"
"GO:2000066",0.125445435112698,1,1,1,"positive regulation of cortisol biosynthetic process","BP"
"GO:2000180",0.125445435112698,1,1,1,"negative regulation of androgen biosynthetic process","BP"
"GO:2000225",0.125445435112698,1,1,1,"negative regulation of testosterone biosynthetic process","BP"
"GO:0044033",0.125466523129059,1,1,1,"multi-organism metabolic process","BP"
"GO:0044035",0.125466523129059,1,1,1,"multi-organism catabolic process","BP"
"GO:0044111",0.125466523129059,1,1,1,"development involved in symbiotic interaction","BP"
"GO:0044115",0.125466523129059,1,1,1,"development of symbiont involved in interaction with host","BP"
"GO:0044145",0.125466523129059,1,1,1,"modulation of development of symbiont involved in interaction with host","BP"
"GO:0044147",0.125466523129059,1,1,1,"negative regulation of development of symbiont involved in interaction with host","BP"
"GO:0044730",0.125466523129059,1,1,1,"bone sialoprotein binding","MF"
"GO:0052214",0.125466523129059,1,1,1,"metabolism of substance in other organism involved in symbiotic interaction","BP"
"GO:0052227",0.125466523129059,1,1,1,"catabolism of substance in other organism involved in symbiotic interaction","BP"
"GO:0052229",0.125466523129059,1,1,1,"metabolism of macromolecule in other organism involved in symbiotic interaction","BP"
"GO:0052360",0.125466523129059,1,1,1,"catabolism by host of symbiont macromolecule","BP"
"GO:0052361",0.125466523129059,1,1,1,"catabolism by organism of macromolecule in other organism involved in symbiotic interaction","BP"
"GO:0052362",0.125466523129059,1,1,1,"catabolism by host of symbiont protein","BP"
"GO:0052363",0.125466523129059,1,1,1,"catabolism by organism of protein in other organism involved in symbiotic interaction","BP"
"GO:0052364",0.125466523129059,1,1,1,"catabolism by host of substance in symbiont","BP"
"GO:0052416",0.125466523129059,1,1,1,"metabolism by host of symbiont macromolecule","BP"
"GO:0052417",0.125466523129059,1,1,1,"metabolism by host of symbiont protein","BP"
"GO:0052418",0.125466523129059,1,1,1,"metabolism by organism of protein in other organism involved in symbiotic interaction","BP"
"GO:0052419",0.125466523129059,1,1,1,"metabolism by host of substance in symbiont","BP"
"GO:1905597",0.125466523129059,1,1,1,"positive regulation of low-density lipoprotein particle receptor binding","BP"
"GO:1905599",0.125466523129059,1,1,1,"positive regulation of low-density lipoprotein receptor activity","BP"
"GO:0003065",0.125508550714058,1,1,1,"positive regulation of heart rate by epinephrine","BP"
"GO:0009447",0.125508550714058,1,1,1,"putrescine catabolic process","BP"
"GO:0010967",0.125508550714058,1,1,1,"regulation of polyamine biosynthetic process","BP"
"GO:0052899",0.125508550714058,1,1,1,"N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF"
"GO:0052902",0.125508550714058,1,1,1,"spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity","MF"
"GO:0052903",0.125508550714058,1,1,1,"N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF"
"GO:0052904",0.125508550714058,1,1,1,"N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF"
"GO:1901304",0.125508550714058,1,1,1,"regulation of spermidine biosynthetic process","BP"
"GO:1901307",0.125508550714058,1,1,1,"positive regulation of spermidine biosynthetic process","BP"
"GO:0050770",0.125509653487816,0.915413872109912,25,152,"regulation of axonogenesis","BP"
"GO:1901505",0.125585224793101,0.941296204957013,8,39,"carbohydrate derivative transmembrane transporter activity","MF"
"GO:0051764",0.125604509566606,0.970505555635415,3,10,"actin crosslink formation","BP"
"GO:1904935",0.125612756555037,1,1,1,"positive regulation of cell proliferation in midbrain","BP"
"GO:0060043",0.125657722866183,0.941254310354419,8,39,"regulation of cardiac muscle cell proliferation","BP"
"GO:0031700",0.125877968298002,1,1,1,"adrenomedullin receptor binding","MF"
"GO:0006050",0.12593800710836,1,1,1,"mannosamine metabolic process","BP"
"GO:0006051",0.12593800710836,1,1,1,"N-acetylmannosamine metabolic process","BP"
"GO:0050121",0.12593800710836,1,1,1,"N-acylglucosamine 2-epimerase activity","MF"
"GO:0015227",0.126047223173757,0.982805566071955,2,5,"acyl carnitine transmembrane transporter activity","MF"
"GO:0036046",0.126135018191784,1,1,1,"protein demalonylation","BP"
"GO:0036047",0.126135018191784,1,1,1,"peptidyl-lysine demalonylation","BP"
"GO:0036048",0.126135018191784,1,1,1,"protein desuccinylation","BP"
"GO:0036049",0.126135018191784,1,1,1,"peptidyl-lysine desuccinylation","BP"
"GO:0036054",0.126135018191784,1,1,1,"protein-malonyllysine demalonylase activity","MF"
"GO:0036055",0.126135018191784,1,1,1,"protein-succinyllysine desuccinylase activity","MF"
"GO:0061697",0.126135018191784,1,1,1,"protein-glutaryllysine deglutarylase activity","MF"
"GO:0061698",0.126135018191784,1,1,1,"protein deglutarylation","BP"
"GO:0007625",0.126161217937048,0.970315292640592,3,10,"grooming behavior","BP"
"GO:0061371",0.126177022127375,0.937816129889381,9,45,"determination of heart left/right asymmetry","BP"
"GO:0003868",0.126250940394327,1,1,1,"4-hydroxyphenylpyruvate dioxygenase activity","MF"
"GO:1990814",0.126270095378817,1,1,1,"DNA/DNA annealing activity","MF"
"GO:0006572",0.126282594284574,0.982753677101591,2,5,"tyrosine catabolic process","BP"
"GO:0030377",0.126289203271215,1,1,1,"urokinase plasminogen activator receptor activity","MF"
"GO:0038195",0.126289203271215,1,1,1,"urokinase plasminogen activator signaling pathway","BP"
"GO:2000866",0.126327278019709,1,1,1,"positive regulation of estradiol secretion","BP"
"GO:0019606",0.126570211375844,1,1,1,"2-oxobutyrate catabolic process","BP"
"GO:0048244",0.126570211375844,1,1,1,"phytanoyl-CoA dioxygenase activity","MF"
"GO:0004128",0.126589169897001,0.982685994238992,2,5,"cytochrome-b5 reductase activity, acting on NAD(P)H","MF"
"GO:1904707",0.12671065889019,0.944345415717272,7,33,"positive regulation of vascular smooth muscle cell proliferation","BP"
"GO:0050982",0.126810314642032,0.944290384183644,7,33,"detection of mechanical stimulus","BP"
"GO:0060510",0.126853431704218,0.982627565491195,2,5,"type II pneumocyte differentiation","BP"
"GO:0008890",0.126858517108582,1,1,1,"glycine C-acetyltransferase activity","MF"
"00750",0.12698127469358,0.982599270105569,2,5,"Vitamin B6 metabolism","KEGG"
"GO:0008584",0.126984678884706,0.926257705545013,14,79,"male gonad development","BP"
"GO:0009145",0.127048815137194,0.919411641600569,19,118,"purine nucleoside triphosphate biosynthetic process","BP"
"GO:0043126",0.127135257165016,1,1,1,"regulation of 1-phosphatidylinositol 4-kinase activity","BP"
"GO:0043128",0.127135257165016,1,1,1,"positive regulation of 1-phosphatidylinositol 4-kinase activity","BP"
"GO:1905676",0.127135257165016,1,1,1,"positive regulation of adaptive immune memory response","BP"
"GO:2001190",0.127135257165016,1,1,1,"positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","BP"
